Contig	AWG0_V	AWG10_V	AWG1_V	AWG2_V	AWG3_V	AWG5_V	AWG6_V	AYW2_V	AYW6_V	AZB1_V	AZB2_V	AZB4_V	AZC1_V	AZC3_V	AZC5_V	AZE2_V	AZE7_V	AZJ10_V	AZJ1_V	AZJ6_V	AZK1_V	AZK4_V	AZO8_V	AZO9_V	AZP1_V	AZP2_V	AZR1_V	AZS0_V	AZS1_V	AZS2_V	AZT2_V	AZV1_V	AZX1_V	AZX2_V	AZX4_V	BAC3_V	BAC7_V	BAD1_V	BAD2_V	BAF1_V	BAF2_V	BAF3_V	BAF7_V	BAF8_V	BAH14_V	BAH1_V	BAH4_V	BAJ2_V	BAJ6_V	BAL2_V	BAL6_V	BAM1_V	BAM2_V	BAM4_V	BAM6_V	BAO5_V	BAO6_V	BAS3_V	BAT4_V	BAW0_V	BAW1_V	BAW4_V	BAW5_V	BAW6_V	BAX1_V	BAX2_V	BAX3_V	BAX4_V	BAX6_V	BAY1_V	BAY4_V	BAY6_V	BAY9_V	BBD0_V	BBD1_V	BBD2_V	BBD6_V	BBF1_V	BBF6_V	BBF8_V	BBN1_V	BBN3_V	BBN6_V	BCL5_V	BCL6_V	G01M_8068_V	G01M_8190_V	G01M_8193_V	G01M_8197_V	G01M_8337_V	G01M_8340_V	G01M_8349_V	G01M_8363_V	G01M_8393_V	G01M_8394_V	G01M_8396_V	G01M_8399_V	G01M_8405_V	G01M_8414_V	G01M_8418_V	G01M_8519_V	G01M_8520_V	G01M_8528_V	G01M_8533_V	G01M_8588_V	G01M_8590_V	G01M_8597_V	G01M_8653_V	G01M_8658_V	G01M_8661_V	G01M_8755_V	G01M_8757_V	G01M_8768_V	G01M_8870_V	G01M_8873_V	G03J_7869_V4	G03J_7872_V1	G03J_7875_V2	G03J_7879_V5	G03J_7944_V3	G05A_8347_V6	G18F_V10	G18F_V11	G18F_V12	G18F_V14	G18F_V17	G18F_V18	G18F_V20	G18F_V2	G18F_V6	G18F_V9	G21F_7876_V1	G21F_7878_V2	G21F_7881_V3	G21F_7946_V4	G21F_7947_V5	G23J_7924V	G23J7927V1	G23J7928V2	G23J_7933V	G23J_7936V	G23J_7937V	G23J_7940V	G23J_7943V	G23J_8030V	G23J_8060V	G23J_8062V	G23J_8064V	G23J_8066V	G23J_8067V	G23J_8195V	G23J_8196V	G23J_8200V	MixLL9_V2	MixMB4_V11	MixMB6_V12	MixMS12_V7	MixMS20_V8	MixRN4_V3	MixRN7_V4	MixSK11_V6	MixSK5_V5	MixSR5_V9
G01M_8418_V__8320	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	3	4	0	0	466	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	6	0	0	0	23	1	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	4	548	467	0	0	0	0	0	387	0	0	0	1374	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	1	0	185	2600	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_842_0	0	0	0	0	0	0	0	0	0	0	3	0	12	10	0	0	0	0	0	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	10520	12009	32	0	0	0	0	7	0	0	26	1873	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	92	0	0	3	48	26	0	0	0	1182	260	0	28	0	0	0	2	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0
G01M_8197_V__5549	6	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	30	0	0	0	0	0	0	0	0	2	1077	157	0	0	0	0	0	0	0	6	22	0	0	0	0	0	18	1	0	10	0	17	0	0	0	0	0	0	0	46	0	52	0	0	0	0	0	0	0	0	0	117	0	68	0	261	13	21	0	61	0	0	0	0	0	0	0	0	0	4	2470	8253	2	0	0	0	0	0	0	0	0	31	16	47	0	0	0	2	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	108	41	22	18	17	35	6	0	0	0	3	0	3	0	18	0	59	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
G23J_8064V__8902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01M_8520_V__8167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	8255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_8064V__8414	0	83	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	151	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1677	12	0	0	164	0	0	0	0	0	0	2	0	9	0	0	0	0	58	0	96	0	0	532	0	0	0	0	0	78	202	509	0	0	0	0	0	0	0
BAF3_V__2500	0	7	2	0	0	0	0	0	0	0	23	0	0	1	2	4	2	0	0	0	46	0	270	206	45	0	0	0	3	7	64	202	0	0	2	2	5	2	2	3207	5	841	0	0	0	6	0	0	0	3	0	257	17	0	3	0	0	0	0	0	6	0	0	0	182	403	0	1	108	7	10	4	0	2	0	0	0	0	0	13	0	0	0	0	0	0	0	3	274	115	0	213	0	2	0	202	0	0	0	219	14	40	0	0	510	26	0	160	0	0	0	0	44	0	0	4	0	0	0	2	0	0	0	0	0	0	2	0	0	0	136	112	43	18	20	202	9	0	0	0	71	78	28	0	4	0	0	6	0	6	0	0	0	0	0	0	0	0	0	44	0	0	0
BBN1_V__1211	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	71	298	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	19	54	43	0	0	0	0	495	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	2	0	0	0	33	30	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
BAX2_V__6214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	329	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZP1_V__853	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	585	163	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	106	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	68	158	3	4	30	0	0	0	0	1	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_662_0	32	6	3	4	2	27	17	0	3	0	1	0	10	481	157	312	31	15	0	28	44	10	63	21	775	13238	12	0	18	0	108	30	2	15	12	1701	37	1	10	1189	29	23	7	16	85	228	25	4	535	10	1	41	115	24	26	132	53	142	6	6	8	209	4	333	399	1765	4	24	138	9	8	56	161	41	17	41	446	3	64	46	0	254	41	164	389	0	0	379	278	354	10	14	0	0	5	144	9	6	0	4600	2106	290	1	0	0	79	0	1400	16	13	6	8	204	0	8	0	0	10	1	0	0	0	0	5	3	0	6	0	0	4	426	74	305	10	22	199	9	0	24	0	72	49	46	0	0	4	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
G21F_7878_V2__5283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	8	155	1223	453	156	4	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01M_8190_V__4118	2	0	12	0	0	0	0	0	0	171	166	6	0	0	0	78	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	10	64	146	0	29	2	0	0	0	0	2	0	6	484	80	2	0	145	3	0	0	0	0	0	0	19	0	48	207	0	0	0	4	18	48	486	13	71	522	16	0	13	1186	897	8	4	0	32	130	83	0	0	0	55	18213	16	0	0	0	0	0	0	0	22	0	0	0	0	34	2	0	0	0	0	0	2	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	102	0	2	135	0	0	66	22	112	29	12	2	22	27	561	12	65	15	0	0	0	0	0	0	0	0	0	0	0	0
G23J_7937V__1494	2	0	0	0	0	0	0	0	0	18	1	0	1	0	2	166	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	73	409	6	0	0	0	0	0	0	18	3	6	0	33	0	0	0	0	0	0	0	6	0	2	175	0	0	0	134	28	0	348	10	36	187	2	0	0	91	38	0	0	0	0	20	4	0	0	0	0	1	0	35	18	13	0	0	0	0	124	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	5	19	31	0	0	74	49	0	22	286	517	428	0	0	6	19	482	13	8	4	0	0	0	0	0	0	0	0	0	0	0	0
AZE2_V__6841	2	0	0	0	0	0	0	0	0	0	6	0	2	0	0	1040	0	0	0	0	0	0	43	9	2	1916	0	0	23	0	2	8	0	0	0	16	3	0	0	88	0	62	0	0	0	2	0	0	5	3	2	45	3	0	52	0	0	0	0	0	0	0	0	0	5	13	0	7	0	26	0	4	0	11	4	6	29	0	0	399	0	3	0	0	0	0	0	8	60	55	0	0	0	2	0	60	3	0	0	5	4	15	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	220	154	43	5	9	97	10	0	0	0	3	7	1	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_8060V__1913	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	23	23	0	0	0	0	0	0	0	0	0	0	0	417	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAX1_V__7057	0	0	3	0	0	0	0	0	0	0	0	0	11	147	63	236	0	0	0	0	91	0	27	10	162	2697	0	0	8	12	50	24	0	6	20	28	16	0	2	92	5	229	0	0	21	174	3	4	255	7	0	132	104	0	49	0	0	2	0	0	3	0	0	0	457	172	0	31	41	2	130	12	0	0	17	8	206	0	0	16	0	51	0	0	0	0	0	0	15	172	23	110	0	1	0	281	1	0	0	41	0	15	0	0	278	76	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	293	50	14	0	6	83	4	0	0	0	71	29	36	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
G01M_8197_V__8837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	33	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	32	2801	2206	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	92	0	0	0	0	0	160	0	0	0	1	0	18	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
BBD1_V__8783	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	424	0	0	0	17	0	5	195	80	0	0	1154	325	0	0	0	0	71	0	0	0	0	0	0	0	4470	0	0	0	0	0	0	0	0	0	0	0	0	0	4	160	0	0	0	0	0	0	0	0	7	0	0	0	36	3198	0	0	34	0	16	271	0	0	0	0	0	0	43	202	3	0	4	0	0	0	0	2	0	0	112	7	0	0	2	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	31	54	278	0	0	0	0	3	0	4	38	0	6903	0	140	0	44	4	0	0	0	0	0	0	0	0	0	0	0	0
VC_861_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	27	0	0	0	0	0	0	0	0	0	20	0	8	177	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	46	487	0	0	0	1	0	0	1	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	48	0	0	0	0	24	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	46	100	0	39	9	0	0	0	431	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
G18F_V12__8731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	0	0	0	2	0	1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	7	679	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1902	1	0	0	0	0	3	0	0	2	0	0
G21F_7876_V1__5586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	10	16	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZK1_V__7117	0	1	0	0	0	0	0	0	0	0	5	0	12	302	90	125	6	5	0	0	507	0	35	13	21	63	8	0	4	4	108	36	4	2	11	13	7	0	2	34	2	115	0	0	16	123	8	0	261	16	0	64	79	0	46	0	0	0	0	0	2	0	0	0	393	154	0	18	19	6	13	16	0	0	5	14	102	0	0	10	0	126	0	0	0	0	0	10	0	122	8	8	0	0	0	212	0	0	0	33	6	11	0	0	0	71	0	0	0	0	0	0	29	0	0	12	0	0	0	0	0	2	0	0	0	0	2	0	0	0	239	12	1	3	5	105	0	0	0	0	61	27	22	0	0	8	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
VC_876_0	9	1	0	0	0	0	6	0	0	0	39	0	0	32	0	147	28	0	0	0	10	0	21	13	132	64	0	0	79	0	4	183	2	0	5	35	15	0	1	85	0	111	0	0	1	13	0	4	48	0	0	65	9	0	0	0	0	0	0	8	6	0	0	0	22	21	0	0	6	29	252	35	0	74	6	10	19	3	0	9	0	0	0	0	0	0	0	7	117	52	0	83	0	6	0	146	5	0	0	53	274	914	0	0	158	26	8	17	0	0	0	0	5	0	0	121	19	0	21	30	0	0	0	4	0	0	0	0	0	0	38	46	434	84	8	32	9	0	0	2	223	342	44	47	0	73	0	75	0	24	0	0	0	0	0	0	0	0	0	5	0	0	0
G18F_V18__10341	2	7	1	2	0	0	4	48	9	83	20	0	0	2	0	2	0	12	1	1	6	2	0	0	1	0	2	0	0	3	6	1	0	0	0	13	7	0	2	3	124	0	10	4	4	5	0	0	14	0	0	0	0	0	0	0	0	2	0	0	25	0	0	3	0	0	0	5	1	0	0	1	0	90	5	7	0	0	6	5	4	0	6	0	0	0	0	5	24	19	57	0	6	0	5	10	11	40	0	8	7	27	5	4	0	0	142	8	41	20	8	2	2	4	3	1	6	752	128	12	0	27	473	15	29	303	771	0	3	91	27	0	10	0	18	6	5	1	1	0	32	30	1	10	0	0	0	9	0	17	4	334	0	0	0	0	30	0	102	4	0	90	8
BAS3_V__72	26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	77	0	0	0	0	0	58	6	0	0	393	170	7	0	0	0	0	26	2	32	704	0	0	0	0	0	24	0	0	0	0	30	0	1	0	0	0	0	0	541	0	195	0	0	0	0	0	4	0	0	0	217	0	88	0	1265	225	41	0	178	0	3	0	0	0	0	0	0	4	2	1064	3681	0	0	0	5	38	4	7	0	0	33	23	63	73	3	0	3	40	52	72	160	87	140	33	0	85	0	0	19	0	0	0	2	7	0	0	20	0	0	0	0	4735	634	73	29	58	3	29	8	16	0	3	13	9	29	0	86	0	109	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
VC_1115_0	5	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	27	0	2	0	0	0	27	3	11	250	0	0	0	0	0	4	2	0	2	0	28	0	0	0	0	0	0	0	210	0	143	0	0	0	0	0	0	0	0	0	433	0	244	0	1312	86	18	0	12	0	0	0	0	0	0	0	0	0	0	587	1926	0	0	0	0	0	0	0	0	0	85	36	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	1216	237	65	22	32	8	48	10	3	0	2	0	2	8	0	83	0	113	0	0	0	0	0	0	0	0	64	0	0	3	0	8	5
BAH1_V__2338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	16	0	0	0	0	1451	0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	1	138	0	0	0	0	0	0	83	3	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	20	0	2	0	0	0	0	18	0	2	6	4	0	0	0	0	0	0	0	0	0	0	0
BAF3_V__3939	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	6	170	6	0	0	0	32	915	0	0	13	48	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	123	0	4	0	0	51	0	0	0	0	0	0	0	0	30	0	0	0
VC_1236_0	0	1	0	0	0	0	0	0	0	0	8	0	6	941	287	548	4	5	0	0	219	0	0	0	56	75	25	0	10	5	158	7	2	6	42	3	34	4	4	7	0	73	0	0	34	481	6	6	867	13	1	48	110	0	0	0	0	0	0	0	4	0	0	0	638	492	0	60	76	12	14	24	0	0	22	88	350	0	0	11	0	2	0	0	0	0	0	1	7	379	12	31	0	0	0	102	0	0	0	217	8	1	0	0	0	48	0	0	0	0	0	0	343	0	0	2	0	0	0	0	0	8	0	2	0	0	12	0	0	0	931	17	19	20	0	14	12	0	0	0	32	9	93	0	0	26	0	50	0	2	0	0	0	0	0	0	0	0	0	2	0	14	0
G01M_8393_V__42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	456	0	0	0	0	1	0	766	11534	0	841	0	4354	0	1232	106	13647	264	1946	0	14860	783	21665	22635	12173	19152	2698	0	15981	0	0	240	34	0	0	23	147	0	9	34	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
G03J_7869_V4__5850	0	0	0	0	0	0	0	0	0	0	0	0	101	458	7639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	41	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	130	0	0	0	0	0	0	229	4563	0	1196	0	2	0	0	0	0	0	0	0	0	0	0	5404	0	0	0	0	0	0	0	0	0	0	497	34	357	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAX6_V__1714	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	160	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	373	0	0	0	0	10	10	0	0	14	0	0	0	0	0	0	0	0	0	76	113	0	0	0	0	0	0	2	0	0	0	63	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZS0_V__1706	0	0	2	1	0	0	5	0	0	0	0	0	0	2	0	0	0	0	87	0	0	0	0	0	0	0	2	677	0	0	0	1761	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	98	0	0	81	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	1	6	2	4	5	0	35	34	2	0	0	0	0	3	0	5	0	0	0	0	0	2	1	0	0	2	2982	64	0	0	0	15	430	4	39	0	9	5	0	0	0	26	36	3	0	41	0	0
BBD0_V__6568	45	0	0	0	0	0	0	0	0	444	644	70	5429	8902	66353	31	0	0	0	0	7	20	0	0	0	0	0	0	0	0	0	0	0	4	2	9	5	18592	16308	2	2	2	0	0	2	644	14	2	0	40617	774	0	0	0	0	0	0	1073	0	23	283	0	0	0	43833	74475	0	12517	68388	30	143	6	0	9156	532	228	0	6442	0	0	18	3	0	0	0	0	3	6	5327	272	1293	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1072	542	10797	179	105	2750	33	0	296	1178	695	21	867	2	0	0	107	0	2033	11	0	0	0	0	0	0	0	0	0	0	0	0
G23J7927V1__2981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	49	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	52	60	41	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	4	2293	22	0	0	0	0	8	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0
AZP2_V__5052	6	2	0	0	0	0	0	0	0	12	10	0	12	9	3	32	7	1	3	0	64	0	16	25	2288	3046	1	0	2	0	23	47	1	1	22	33	27	0	1	524	2	127	0	0	4	5	0	8	29	2	2	73	9	2	2	0	0	0	0	0	0	0	0	0	6	36	0	2	7	26	39	0	0	6	4	2	8	0	0	11	0	0	0	0	0	0	0	10	87	63	0	2232	0	5	0	79	0	2	0	140	6	18	0	0	497	29	0	266	0	0	0	0	51	0	0	202	4	0	8	0	0	0	0	6	0	0	0	0	0	0	126	61	110	34	28	603	15	0	0	2	18	20	55	0	0	2	6	51	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
