"","V1","V2"
"Votu-168",0.0370659935921872,0.0282731934871212
"Votu-169",0.0236554199110797,0.0310395480674527
"Votu-170",-0.071452634535903,-0.0133084691203647
"Votu-171",0.0503402463905277,0.0559382425035009
"Votu-172",-0.102152438257993,-0.0126352707841234
"Votu-173",-0.123458069978847,-0.0247302971816872
"Votu-174",0.0916226818919099,0.121474783824774
"Votu-175",0.0380754432583649,0.0359368284506171
"Votu-176",0.0704654058338679,0.0880385136053327
"Votu-177",0.0379374737447749,0.0368772618359306
"Votu-178",0.043590255203012,0.0248117125717125
"Votu-179",-0.136282537477581,0.0149662598791356
"Votu-180",-0.015573837422321,0.0146733450064026
"Votu-181",0.0586550598706125,0.0703052404363387
"Votu-182",0.0541890613252187,0.0579118584309875
"Votu-183",0.0212847963280266,0.0264400030509826
"Votu-184",0.0296482694738813,0.0319141545048687
"Votu-185",0.103240027939671,0.138276109315099
"Votu-186",0.0253245934746303,0.0327345010794443
"Votu-187",0.0385611227300079,0.0344923714245549
"Votu-188",0.0381344563273659,0.0350042208295279
"Votu-189",0.00705015249507413,0.0314773785058129
"Votu-190",0.0572191158310603,0.0648614887817205
"Votu-191",0.0249318104487146,-0.00142871259287519
"Votu-192",0.0681367814947968,0.0847826314352138
"Votu-193",0.0561608153608309,0.0634063251395608
"Votu-194",0.0376653897416474,0.0419954421440038
"Votu-195",0.00178212394183566,0.0184296685162827
"Votu-196",0.00787518684582308,0.0295761555567593
"Votu-197",0.0403564235386792,0.0168515968739404
"Votu-198",0.0826434154614822,0.0925915662618994
"Votu-199",0.0294612416550787,0.0356840490262948
"Votu-200",-0.120420412189712,-0.0373649305322972
"Votu-201",0.059762939716966,0.0767010224960596
"Votu-202",0.0814821310268072,0.0967054927605766
"Votu-203",0.0403737697326809,0.018152150397011
"Votu-204",0.0357909768945812,0.0538889710679545
"Votu-205",0.0461614351513701,0.052083129901809
"Votu-206",-0.0638140971801173,0.0124796732982338
"Votu-207",0.0418247698844471,0.05216091671744
"Votu-208",-0.208801501264894,-0.00270505502951104
"Votu-209",0.0480357435727675,0.0567516152493987
"Votu-210",0.0381773309894129,0.0360802159559316
"Votu-211",0.0452506295232528,0.0414933014391425
"Votu-212",0.0529410337720148,0.0595906790933306
"Votu-213",0.0489438893417675,0.0527092878579368
"Votu-214",-0.0746298957735631,0.0177132782173845
"Votu-215",0.0404384380039291,0.0411463275181909
"Votu-216",0.0491659902488021,0.0492306127625335
"Votu-217",0.0381414310111988,0.0454686862151645
"Votu-218",0.0825666462471216,0.108106460018116
"Votu-219",0.0252547206899406,0.0261670583922796
"Votu-220",0.0368130789145901,0.0356789755875393
"Votu-221",0.0455612259037131,0.0493895003528971
"Votu-222",0.0570554088985058,0.0649193532188221
"Votu-223",0.0447069901910325,0.0455636019721787
"Votu-224",0.101565509653683,0.135539803527597
"Votu-225",0.0523127324124675,0.065947065825646
"Votu-226",0.0380029423333615,0.0357647663214907
"Votu-227",0.058873359521055,0.0718975259439749
"Votu-228",0.0441760221247454,0.0436427121296978
"Votu-229",0.0463383801617907,0.0562762596220144
"Votu-230",0.0358435948996518,0.0459331199237585
"Votu-231",0.303455722098438,-0.563614998321673
"Votu-232",-0.0258950351379505,0.00315878225592886
"Votu-233",0.0248071836772203,0.0241655977481336
"Votu-234",0.0229584241575658,0.0218119699732316
"Votu-235",0.0499779277716513,0.0589989958496472
"Votu-236",0.281879256962856,-0.517101366243785
"Votu-237",0.0476062475885426,0.0455915890157582
"Votu-238",0.145816052675878,-0.205159564381139
"Votu-239",0.013936500929082,0.0363738928471922
"Votu-240",0.0489987451425439,0.0579954567150022
"Votu-241",0.0727705634490303,0.0175982403765305
"Votu-242",0.091749764007469,0.121709572881278
"Votu-243",-0.234454482540657,-0.0770165339629782
"Votu-244",-0.440426299259779,-0.149298102708449
"Votu-245",0.0597187378841701,0.0716075956040653
"Votu-246",0.0499035363276207,0.0506745403665114
"Votu-247",0.0024273740785497,0.0352390732553523
"Votu-248",0.0708909550425882,0.089447711328831
"Votu-249",0.0604578629045071,0.0755688973883274
"Votu-250",0.0493158317720104,0.0517739828358114
"Votu-251",-0.0711010443186792,-0.000136096711707856
"Votu-252",0.031716124470969,0.0351520274018312
"Votu-253",-0.164957537900863,-0.0390793155077005
"Votu-254",-0.0096159885436287,0.00256914499030148
"Votu-255",0.106540207973508,0.118520609088755
"Votu-256",0.0440519965477638,0.0456514755587816
"Votu-257",0.103931798336478,0.140967058318931
"Votu-258",0.0770883245401209,0.1183856141332
"Votu-259",-0.0943368299293336,-0.0175858649985987
"Votu-260",0.0377031942433357,0.0420374611072027
"Votu-261",-0.00362174438136871,0.00583081089321046
"Votu-262",-0.0517502898655153,0.00667831239196118
"Votu-263",0.0535393688804167,0.0684322486456834
"Votu-264",0.103432292165664,0.13842520483293
"Votu-265",0.0489300368817611,0.0480163247144136
"Votu-266",0.0498031630231857,0.0566551367246372
"Votu-267",0.0113844911521077,0.0515248987195351
"Votu-268",0.037541565537316,0.0565553652837707
"Votu-269",0.0854408482112562,0.103256019288772
"Votu-270",0.0428358369082486,0.0581439125157954
"Votu-271",0.0462860801798869,0.0100617489141369
"Votu-272",0.0471978760936032,0.0474416917734462
"Votu-273",0.0512460420665523,0.0669400546194885
"Votu-274",0.0262246725944187,0.0268406177512969
"Votu-275",0.0922374771569691,0.103847186573161
"Votu-276",0.102998880440488,0.137567832424466
"Votu-277",0.0268692953367742,0.0680172436205902
"Votu-278",0.039117753380124,0.0391501060231235
"Votu-279",-0.0359844523061327,0.0146414155664544
"Votu-280",0.0431729984048526,0.0505331902629308
"Votu-281",0.0269841935768088,0.0387686106711866
"Votu-282",0.024403971244292,0.0381461643700771
"Votu-283",0.0427993511118641,0.0549172635313051
"Votu-284",0.0906099010423107,0.121522933514704
"Votu-285",-0.0708873612516341,-0.000252268069064699
"Votu-286",-0.0449369859841069,-0.143634836834841
"Votu-287",0.0177741300850936,0.0313412956196577
"Votu-288",0.0373989087901843,0.0343353902537519
"Votu-289",0.0969493088328634,-0.0548511673525767
"Votu-290",0.0229641857882428,0.0326936574453514
"Votu-291",0.115407816327914,0.152034567168348
"Votu-292",0.0318921243679308,0.0323580292784368
"Votu-293",0.0391902410933503,0.0392706796775125
"Votu-294",0.0294366664888073,0.030312021955809
"Votu-295",-0.102595354424598,0.008698906293127
"Votu-296",-0.173187923595564,-0.0446519209618567
"Votu-297",0.0489041920493345,0.0490836801875385
"Votu-298",0.0441086916576811,0.046724959554136
"Votu-299",-0.0556930421577607,0.0168250639412558
"Votu-300",0.0562151596919535,0.0673481610954287
"Votu-301",0.028119336322087,0.0301173218247609
"Votu-302",0.0413261532433035,0.0473606275330731
"Votu-303",0.0152328890579786,0.0155681472966908
"Votu-304",-0.441419201647518,-0.151233326842105
"Votu-305",0.0224420379819482,0.034228615360285
"Votu-306",0.0526322606577694,0.0508070941180132
"Votu-307",-0.518612346186778,-0.190314080647471
"Votu-308",0.0423062050305975,0.0447965188120327
"Votu-309",0.0426565189367999,0.0121324799790959
"Votu-310",-0.431377670890303,-0.151264283828445
"Votu-311",-0.00766234301064455,0.00642720571257964
"Votu-312",0.0343179676099836,0.0412950812238254
"Votu-313",0.0323906959006576,0.0386619339128194
"Votu-314",0.0229817531285901,0.0194129267667454
"Votu-315",-0.0101557168996979,0.0139094742279808
"Votu-316",-0.00891928611483561,-0.00939405617292462
"Votu-317",0.0490246792819331,0.04304283593185
"Votu-318",0.0355027611927723,0.0366197206342353
"Votu-319",0.0295790463295031,0.0232328118675395
"Votu-320",0.0354829069969233,0.0315323249743953
"Votu-321",0.0903794771878113,0.121176943944957
"Votu-322",0.0525329675890666,0.0736336449065421
"Votu-323",0.0418735404716095,0.0492260342750497
"Votu-324",NA,NA
"Votu-325",0.0450506308397913,0.0465916932820105
"Votu-326",0.0675774978288247,0.0814736777979412
"Votu-327",0.00716938097745534,0.029017592402092
"Votu-328",-0.122122066328668,0.00661835695546171
"Votu-329",0.140477845610653,0.116450174580244
"Votu-330",0.080730356484046,0.0964672322502154
"Votu-331",-0.025303302946107,0.0151346239831942
"Votu-332",-0.0545066603584994,0.0197482630898511
"Votu-333",-0.34816065154396,-0.204132956590653
"Votu-334",0.0268085420780792,0.0277226297568374
"Votu-335",0.0320844091041504,0.0164566701014831
"Votu-336",0.0289222202097285,0.0345834787499875
"Votu-337",0.0308344902195927,0.0391816738343846
"Votu-338",-0.0456181738139936,0.00627734424696334
"Votu-339",0.0427972319745676,0.0114917322059623
"Votu-340",0.0505880585633859,0.0676750975545915
"Votu-341",-0.0332336146573746,0.0223636923547277
"Votu-342",-0.0314188285624988,0.00199054242005963
"Votu-343",0.0305209884498819,0.0264278177827433
"Votu-344",0.0172823348960382,0.0199677122464682
"Votu-345",0.0393245268348739,0.0334896590678347
"Votu-346",-0.0309541376100517,0.00118710446474221
"Votu-347",0.0409049170150729,0.05625739913345
"Votu-348",0.17271246008897,-0.335129841348667
"Votu-349",0.0525445375089462,0.0529522943946717
"Votu-350",-0.0948860589243137,0.0364579224132361
"Votu-351",0.0934734170335483,0.122387494332625
"Votu-352",-0.206284829195128,-0.00329084153819355
"Votu-353",0.0603461643789526,0.0793243621129871
"Votu-354",0.0525299609605526,0.0528949433917148
"Votu-355",0.0501702728292052,0.0583929840418925
"Votu-356",0.0788191031225965,0.101034644171064
"Votu-357",0.0586235698166705,0.070260714117367
"Votu-358",0.0360391946133438,0.0602760841275478
"Votu-359",0.0412519077386599,0.0465901599612763
"Votu-360",-0.0684279313112775,-0.00244084692629311
"Votu-361",0.0527462783081302,0.0557968686104268
"Votu-362",0.0913512351762229,0.120379804024382
"Votu-363",-0.126555026801143,-0.0220763560232503
"Votu-364",-0.126555026801143,-0.0220763560232503
"Votu-365",0.0484112308321048,0.0480707589569095
"Votu-366",0.100106749295851,0.13465648298245
"Votu-367",-0.0887780312767004,-0.00484184514786487
"Votu-368",0.0650656376369307,0.0839774886876198
"Votu-369",0.0348160422327696,0.0348831386933125
"Votu-370",0.0446242129932836,0.0461875181211142
"Votu-371",0.0402054709595467,0.0449989513047497
"Votu-372",0.0663163141938332,0.0830028284028263
"Votu-373",0.0358975358280754,0.0281614141691639
"Votu-374",0.0500370970884595,0.0595918197395441
"Votu-375",0.0915077023756097,0.121458929329115
"Votu-376",0.0514680974078966,0.0443803410821912
"Votu-377",0.087422375148945,0.127083582271432
"Votu-378",0.0377250297623399,0.0420846084157624
"Votu-379",-0.166144810352212,-0.0497750410456198
"Votu-380",0.076822064562326,0.100615711645162
"Votu-381",0.0504918963253551,0.060887582000912
"Votu-382",0.0164689927279709,0.0256150650199413
"Votu-383",0.0804480355791259,0.10505737689239
"Votu-384",0.0562606544751939,0.0708262147320884
"Votu-385",0.0475735379456762,0.0579372587545105
"Votu-386",0.0712986677706828,0.086259266605338
"Votu-387",0.0493255809908429,0.0663119059571831
"Votu-388",-0.0594503381699946,0.00342881378501901
"Votu-389",0.0385107799712576,0.02030362527431
"Votu-390",0.297318657352324,-0.567989890344949
"Votu-391",-0.0997066885496549,-0.0199102903693208
"Votu-392",0.0119738110269695,0.0294657875373637
"Votu-393",-0.0790747523762087,0.000967473035771999
"Votu-394",-0.0274076491910713,0.00877631270552987
"Votu-395",0.0609534766797657,0.0746263508747065
"Votu-396",0.0278083125674165,0.0264431419411031
"Votu-397",0.0286294052130276,0.0640256358936924
"Votu-398",0.0206391679806535,0.0336098733644955
"Votu-399",0.0393530067017874,0.0395405386323039
"Votu-400",-0.390418446546394,-0.126198233772796
"Votu-401",0.0378777956754973,0.0421518464552887
"Votu-402",0.0172820625018661,0.0199653602388055
"Votu-403",-0.127553652248232,-0.0274357889372223
"Votu-404",0.0254586060611222,0.0279564449410763
"Votu-405",0.0513511978257115,0.0445051037122316
"Votu-406",0.038939030112727,0.0385515698772997
"Votu-407",-0.0852394825561791,-0.0114499439850178
"Votu-408",0.00344148753517599,0.052321043692055
"Votu-409",0.0850526450259367,-0.0829904496506998
"Votu-410",0.054075357033631,0.0681182266889116
"Votu-411",-0.00718468173539258,0.00162040937052177
"Votu-412",0.301623392746157,-0.568130957952395
"Votu-413",0.105057644331208,0.141868145880531
"Votu-414",0.0458875664866576,0.0561105007896723
"Votu-415",0.054052161391462,0.0765852578736796
"Votu-416",0.0380922195191489,0.0396447479361589
"Votu-417",0.0620355449749889,0.0748015212674542
"Votu-418",-0.0124594851460171,0.0206419913634849
"Votu-419",0.0458931912272135,0.0515195831836039
"Votu-420",-0.0380134279907941,0.0171802013664805
"Votu-421",0.017534515625216,0.0371121591926846
"Votu-422",-0.151624121041604,-0.047673573805548
"Votu-423",0.0947332316188397,0.105850120634312
"Votu-424",-0.209325125004329,-0.0536316620891813
"Votu-425",0.0368529621913046,0.0357988329255809
"Votu-426",0.0368032480986427,0.0356713597593053
"Votu-427",0.295559706977497,-0.567861061769422
"Votu-428",0.0524428644284969,0.0658033416352557
"Votu-429",-0.0503586202179226,0.00135981212911039
"Votu-430",0.054264225757946,0.067365209321134
"Votu-431",0.0433628470441478,0.0436777576794908
"Votu-432",0.0588393955670707,0.0700154715758055
"Votu-433",0.0563714500031523,0.0611726735985216
"Votu-434",0.104430245885472,0.143185059558457
"Votu-435",0.0890616524835166,0.110024638729481
"Votu-436",-0.141737617643325,-0.0447957466072839
"Votu-437",0.059492518802217,0.0762018998538088
"Votu-438",0.0284550344869658,0.0340281613908724
"Votu-439",-0.477471670934186,-0.166418134405616
"Votu-440",0.295922594743979,-0.56803609424433
"Votu-441",0.0165270417935823,0.0338608417481387
"Votu-442",0.0319868551911314,0.0265901971540349
"Votu-443",0.0484887624266794,0.0584545668308862
"Votu-444",-0.377093231510144,-0.187332764905762
"Votu-445",0.293637515455354,-0.56743174370825
"Votu-446",-0.289254907169851,-0.0928767626171765
"Votu-447",0.293570907936553,-0.567401714946429
"Votu-448",0.293570907936553,-0.567401714946429
"Votu-449",0.293570907936553,-0.567401714946429
"Votu-450",0.293570907936553,-0.567401714946429
"Votu-451",0.293570907936553,-0.567401714946429
"Votu-452",0.293570907936553,-0.567401714946429
"Votu-453",NA,NA
"Votu-454",0.0379318312137507,-0.0994986807852512
"Votu-455",0.030231829743368,0.039511262186782
"Votu-456",0.0561608153608309,0.0634063251395608
"Votu-457",0.0181978816008811,0.0397068326795997
"Votu-458",0.0464050781643692,0.0729730881003117
"Votu-459",0.0104242242543699,0.0352310500654927
"Votu-460",0.0453867371559534,-0.0714691494241665
"Votu-461",0.0412976693728552,0.0468295392306354
"Votu-462",0.0282637277900276,0.0338232566492973
"Votu-463",0.112033588962846,-0.179751229777819
"Votu-464",-0.522808587595212,-0.186921012737906
"Votu-465",0.0595840312755934,0.076349113716199
"Votu-466",0.0380740426262626,0.0671282672344071
"Votu-467",0.045006172964222,0.0524879092355239
"Votu-468",0.296826369634867,-0.591251893601511
"Votu-469",-0.00703362219820263,0.014468374782359
"Votu-470",NA,NA
"Votu-471",-0.432024714006179,-0.14644394801384
"Votu-472",0.0560184459285559,0.0668386106279787
"Votu-473",0.096544175726392,0.128661771537613
"Votu-474",-0.0227265241024583,-0.0465005501090356
"Votu-475",0.0561608153608309,0.0634063251395608
"Votu-476",-0.438599058128902,-0.148797312879887
"Votu-477",0.0277531727933213,0.0363743947671563
"Votu-478",0.0552032112053817,0.0792534471486175
"Votu-479",-0.0283162681737561,0.0177146018913759
"Votu-480",-0.0605391368113355,0.00492070072909628
"Votu-481",-0.440331587972178,-0.14925773152844
"Votu-482",0.0447037544158902,0.0455549809420591
"Votu-483",0.0244029825856547,0.0405151951734542
"Votu-484",0.104737585046698,0.143441795004929
"Votu-485",-0.377665078430505,-0.164158388219984
"Votu-486",-0.437884028377558,-0.148389883208069
"Votu-487",-0.433230928823916,-0.146632572137169
"Votu-488",0.0391594615747292,0.033739470961437
"Votu-489",0.100122514815218,0.135157900087146
"Votu-490",-0.215093060742631,-0.0581881157650812
"Votu-491",0.059762939716966,0.0767010224960596
"Votu-492",0.059630449137689,0.0713475797405288
"Votu-493",0.044707046591652,0.0455538820272937
"Votu-494",-0.0187365588656135,0.0162157489604677
"Votu-495",-0.120569568299752,-0.096276720868531
"Votu-496",0.0370941527075137,0.0409335662675757
"Votu-497",-0.437982776318818,-0.148515416257032
"Votu-498",-0.430251436999986,-0.145169876467448
"Votu-499",-0.426877844757006,-0.144054248713664
"Votu-500",0.0706561116077403,0.0884947539838761
"Votu-501",0.0771077937788811,0.107742289035204
"Votu-502",0.0498285948381311,0.0633570364976263
"Votu-503",-0.13721885461114,-0.0239924630288343
"Votu-504",-0.0706963012921537,0.00158054047209494
"Votu-505",0.0656725428533287,0.0855842226352418
"Votu-506",0.0440184221589936,0.043626365233681
"Votu-507",0.0226250785610737,0.0325938734605817
"Votu-508",0.0500550172412713,0.0491526653456595
"Votu-509",0.00112439989144587,0.0176492062681799
"Votu-510",0.0529735213875689,0.0599138877881754
"Votu-511",-0.0308357418008715,-0.00012342202348611
"Votu-512",-0.144442021651977,-0.0269460496874065
"Votu-513",0.0181433736494861,0.0375706298013542
"Votu-514",-0.433029318961303,-0.146288603412376
"Votu-515",-0.43929801194564,-0.148947639004405
"Votu-516",-0.435113187815606,-0.147505065015734
"Votu-517",0.043925572774517,0.0439659918669286
"Votu-518",0.10321893898522,0.140610845636136
"Votu-519",-0.433094642169229,-0.146788034002175
"Votu-520",0.0526190584335564,0.0771487023040655
"Votu-521",0.0326570323345961,0.0362373168742585
"Votu-522",-0.012177488058163,0.00530970189010958
"Votu-523",-0.125466330169051,-0.00267961843139021
"Votu-524",0.068330536823291,0.07475508749285
"Votu-525",-0.439170624759908,-0.148941184961183
"Votu-526",-0.428825458252401,-0.145117951794322
"Votu-527",0.101955236758101,0.138715659821187
"Votu-528",-0.0860843766925514,-0.00688897676733937
"Votu-529",0.0544678700565742,-0.0471485489689818
"Votu-530",0.0445826542702972,0.0438074100601229
"Votu-531",0.0517818898298571,0.0617481530657078
"Votu-532",-0.134897954468218,-0.0230356694906163
"Votu-533",0.0441050431808675,0.0445555405120001
"Votu-534",0.00112439989144587,0.0176492062681799
"Votu-535",0.0458437646000124,0.0455293611151309
"Votu-536",-0.0135962038342509,-0.049509062707146
"Votu-537",0.073713345127977,0.093269925064928
"Votu-538",-0.0562440745136526,0.00844906730085289
"Votu-539",-0.417521819376246,-0.141843640500895
"Votu-540",0.0584913370778285,0.070908529750913
"Votu-541",-0.437960441043617,-0.148411054860004
"Votu-542",0.0497626852894256,0.048672554657996
"Votu-543",-0.420689767446755,-0.154385868426524
"Votu-544",-0.428024448390611,-0.144788882918206
"Votu-545",0.0436260991008901,0.043783113122641
"Votu-546",-0.148101248044209,-0.0288859732529558
"Votu-547",0.0561608153608309,0.0634063251395608
"Votu-548",0.0769375827627597,0.0974136695033611
"Votu-549",-0.434033274903474,-0.146912951452736
"Votu-550",0.040945610296173,0.0507109189218083
"Votu-551",0.00968856017031431,0.0188768508051169
"Votu-552",0.215691446434407,-0.498286784926624
"Votu-553",0.104409721298017,0.142881126389827
"Votu-554",0.0755146738617795,0.0951618615696324
"Votu-555",0.0529020784630849,0.0626574804156739
"Votu-556",-0.418527838927984,-0.141336724511706
"Votu-557",-0.178187782301488,-0.267729245175929
"Votu-558",0.069369208224396,0.0928073959421422
"Votu-559",0.00112439989144587,0.0176492062681799
"Votu-560",-0.437769170432752,-0.148375283928928
"Votu-561",0.0381494249451017,0.0497473199280945
"Votu-562",-0.452251606066982,-0.21304279071365
"Votu-563",0.0965087334836542,0.125101152854701
"Votu-564",-0.422438967324453,-0.143227157110998
"Votu-565",-0.138704958986687,-0.101295665858518
