,No-1,No-2,No-3,No-4,No-5,No-6,Early-1,Early-2,Early-3,Early-4,Early-5,Early-6,Early-7,Early-8,Early-9,Early-10,Early-11,Early-12,Early-13,Early-14,Early-15,Early-16,Early-17,Early-18,Early-19,Early-20,Early-21,Early-22,Early-23,Early-24,Early-25,Early-26,Early-27,Early-28,Early-29,Early-30,Early-31,Early-32,Early-33,Early-34,Early-35,Early-36,Early-37,Early-38,Early-39,Early-40,Early-41,Early-42,Early-43,Early-44,Early-45,Early-46,Early-47,Early-48,Early-49,Early-50,Early-51,Early-52,Early-53,Early-54,Early-55,Early-56,Early-57,Early-58,Early-59,Early-60,Early-61,Early-62,Early-63,Early-64,Early-65,Early-66,Early-67,Early-68,Early-69,Early-70,Early-71,Early-72,Early-73,Early-74,Early-75,Early-76,Early-77,Early-78,Early-79,Early-80,Early-81,Early-82,Early-83,Early-84,Early-85,Early-86,Early-87,Early-88,Early-89,Early-90,Early-91,Early-92,Early-93,Early-94,Early-95,Early-96,Early-97,Early-98,Early-99,Early-100,Early-101,Early-102,Early-103,Early-104,Early-105,Early-106,Early-107,Early-108,Early-109,Late-1,Late-2,Late-3,Late-4,Late-5,Late-6,Late-7,Late-8,Late-9,Late-10,Late-11,Late-12,Late-13,Late-14,Late-15,Late-16,Late-17,Late-18,Late-19,Late-20,Late-21,Late-22,Late-23
Early-33,0.423081051146712,0.741927673191649,0.428374469570328,0.941909822237357,0.948279356704989,0.947702560478367,0.930109581039626,0.989621005670889,0.998553906359318,0.998102513832757,0.997467165630431,0.998558142063878,0.996851062156245,0.99633581817282,0.997970577929664,0.997596777827339,0.842981580934504,0.983405865490544,0.998379395500287,0.985470355694525,0.911036449624545,0.421416462614862,0.989863469187997,0.999830848691401,0.999316632037236,0.999545429211101,0.921623143107687,0.99971864596047,0.980559607471989,0.999956031288644,0.999361929746444,0.615165591512542,0.971914633588283,0.979515682755559,0.999432592057391,0.998735893969145,0.9277918130087,0.999547616968302,0,0.999752048947774,0.925659523155212,0.992721701517671,0.998656601170836,0.988754031311675,0.972095805184659,0.997908890824942,0.778094190151031,0.988345092131275,0.954630858365246,0.999313939385027,0.998992038229385,0.998374433884309,0.983085543007222,0.998287657405445,0.996649658944823,0.999395815898446,0.993547509580953,0.99787364820767,0.997645693183539,0.999277939261298,0.983462697369943,0.998945393003983,0.998883129092828,0.999163179165372,0.994732630309034,0.921376879760739,0.995340093060621,0.998522319684758,0.98884794748999,0.99830106644932,0.997365495880895,0.999255929007223,0.985189950014384,0.980178650928355,0.986449548952146,0.999061628454361,0.996934851343583,0.998711423153276,0.993114968859101,0.997594481105619,0.994151836217382,0.928560084322859,0.994750373118793,0.990484664005969,0.998432295498911,0.985755276929419,0.999339591527799,0.984231853134612,0.910393685263747,0.99494346528666,0.95838925363432,0.998233901963432,0.992687517815115,0.99903285425474,0.998408931538941,0.959083569171377,0.98533440158715,0.999239286816792,0.999260629728556,0.99250775503506,0.976344448008187,0.987775695063113,0.989370686522739,0.99717671778675,0.992117946171544,0.998264620675075,0.977501567740659,0.999673703809731,0.998560752890843,0.993029667217883,0.996687812799383,0.997891017455103,0.999040530343262,0.92414622048872,0.988664235792111,0.990508758040026,0.998875018573153,0.998948445561689,0.998638055665605,0.999502698278818,0.984381270516649,0.999118757812037,0.999569417097453,0.988042524029287,0.998942079839185,0.998161828102437,0.999030653380061,0.99971401183481,0.992228894375366,0.99796477303301,0.986726185803294,0.996225270948248,0.998936572141549,0.999957723562218,0.996772730904939,0.999279468265202,0.999156063043729,0.992974039748228
Early-34,0.999950211890202,0.999873764302621,0.999857310222055,0.999689589798871,0.999848983200686,0.999665792194615,0.999793329496437,0.999772293255147,0.999767654421629,0.999842178209026,0.999618412009496,0.999698991867314,0.999868922891619,0.999707479026751,0.999904029308927,0.999902673077015,0.999935448473628,0.999758235560531,0.999647860182435,0.999844928473768,0.999858289147602,0.999737150861768,0.999745038464914,0.999787039703527,0.999639347806319,0.99989894583598,0.999893086607486,0.999864098401836,0.999767230033792,0.999961333488525,0.138722750567064,0.999748605178971,0.999758939309836,0.999935905726789,0.999806702167917,0.998082933176452,0.999767963046468,0.999681809847645,0.999752048947774,0,0.999750985000771,0.999727778479528,0.999813732725793,0.999705115847449,0.999717198259882,0.99976066439732,0.99982442492855,0.98960012825327,0.999905515936985,0.999701765706775,0.99983630669011,0.999665640241631,0.999798772650511,0.999896211834165,0.999806038722444,0.999800533796072,0.999784726764142,0.999734890140382,0.99967599278474,0.999742915173444,0.997927159819797,0.999834708255185,0.999890603326906,0.999658669886318,0.99944642516719,0.999704590744151,0.999825101667513,0.999804054646595,0.999792303029772,0.999864216785524,0.999855231844815,0.999722031294936,0.999811389965879,0.999739592890979,0.999761265991935,0.999784022796872,0.999744245673046,0.999778652634069,0.999858635586329,0.999832079152468,0.999902241355841,0.99970625879744,0.99975412637627,0.999612049127481,0.99971212593065,0.999691888599317,0.999743500718313,0.999894739394192,0.999861477547027,0.999733226587411,0.999924797553836,0.99968273623363,0.999864484008798,0.99964100194019,0.999880690989919,0.999765147857284,0.999681979549261,0.999653280792855,0.999794988468965,0.999690783070729,0.999640475160516,0.99939474165202,0.999664198202443,0.99972893738433,0.999687715055548,0.999913139388934,0.999641883558147,0.999847201675171,0.999616016952779,0.999809641049635,0.999676203201526,0.999827377385087,0.999623139312884,0.999659192886682,0.999741410622667,0.999829564997791,0.999566271370289,0.999661287748272,0.999824976568858,0.999881451424383,0.999733062472148,0.999903937375313,0.999629077992092,0.998527546576299,0.999779838464389,0.999927977593917,0.99968867723462,0.999841596769508,0.999755223209226,0.999967819175689,0.999654080598065,0.999812098318362,0.999700758780687,0.999875656866033,0.999766946205725,0.999733508153907,0.999498108737059,0.999721852478496
Early-35,0.999224998244786,0.996621123303968,0.998761916361249,0.938387435681056,0.937990585710512,0.946786450419038,0.96707003742092,0.976814692037172,0.998257569119085,0.997473287113592,0.996754494175039,0.997315670341739,0.985167718469021,0.98636039542233,0.99889424682918,0.998747576433993,0.985069632611455,0.97271386105276,0.998871613404397,0.993284857307264,0.949514517184245,0.998373044961351,0.996963356793243,0.999887912320951,0.999109390470533,0.999017305224687,0.965652855710799,0.999864252343775,0.987561065497624,0.99997168390366,0.999632034441109,0.914698859832745,0.977510273648907,0.983938793803012,0.999691575803814,0.999478579981263,0.77704738910625,0.99907782097699,0.925659523155212,0.999750985000771,0,0.994455230913404,0.998458192924249,0.984315087458686,0.965438767402334,0.99594330234069,0.947890524380942,0.98393325091011,0.973341782355021,0.999732786499047,0.999087750254932,0.998953562085911,0.963707096434901,0.999448346988857,0.996387947855286,0.999251476102747,0.992400524695155,0.99747086430467,0.99622100385842,0.999361900244689,0.994550773093133,0.997883775407883,0.998258393796412,0.999819704548273,0.979361187119881,0.916622932288798,0.998180775590466,0.994155625432427,0.995702341117829,0.992128285764804,0.993154699911714,0.999729524308188,0.997018442394421,0.988306293312831,0.969033328260257,0.999233537842863,0.992452317937674,0.998022575091468,0.994227214375817,0.99882412622812,0.995272598907056,0.939859734799389,0.998912677005962,0.974999100742946,0.999196915499381,0.987927424558245,0.9997488800823,0.974169640666882,0.952384879054864,0.984415609528977,0.97405858705377,0.99770693504082,0.99020200266718,0.999619705577851,0.998217557653801,0.974365384444418,0.989577209548291,0.99944616440079,0.999685217182087,0.995312992642356,0.988334997965653,0.992363814669038,0.982708326379709,0.997990095603225,0.992564198362169,0.999591280350172,0.990177634027084,0.999841981664797,0.995382878547306,0.998240644477968,0.996420888652623,0.990784308441916,0.999707683290241,0.929504038757009,0.99461907593947,0.981506133388058,0.99887772691249,0.997474052804737,0.993533488775261,0.99925230250682,0.965046925442225,0.998840237442247,0.992411776006526,0.994644095900998,0.999632995873416,0.999680808327412,0.99910390979304,0.999706364106092,0.976570356001106,0.971910838819517,0.992076234791252,0.996219149491211,0.999633605464167,0.999972317997471,0.97125396157222,0.999854130141884,0.995743587655005,0.977979905063092
Early-36,0.998929594196037,0.994653234600311,0.996875351539911,0.995840757226873,0.998765287073497,0.995087364292856,0.993717452112158,0.987551717675732,0.995693803209217,0.998156035281437,0.993102795694033,0.995589409983755,0.982305079571919,0.991202708040586,0.997228038237089,0.999397051697844,0.997878350630787,0.982258709987159,0.963846264903228,0.994831958796842,0.99781905298101,0.999191100304777,0.992556141207256,0.999449358166373,0.994420250811772,0.999417170157315,0.998991740415887,0.999468585511426,0.989054977798089,0.999958159736681,0.999725760550204,0.989606449150014,0.969909886506107,0.997078309417975,0.99694945799319,0.985651755578235,0.99231376642789,0.985120309314619,0.992721701517671,0.999727778479528,0.994455230913404,0,0.998631115154338,0.980115833878261,0.99434997631068,0.975870170435919,0.994146407065842,0.997094508269718,0.99873022850692,0.992539141011047,0.998709867686896,0.986419768719362,0.994772011168074,0.999224926342545,0.99697251891484,0.998760451344994,0.986726420821479,0.99816428493693,0.992818283568235,0.989055225105587,0.996291689604554,0.999475281033578,0.993020511888308,0.985891079750755,0.996894143126286,0.988665436746182,0.995034401447448,0.99707094209028,0.991949650047192,0.992973785254437,0.995962252083468,0.999116434128344,0.996115218123362,0.992306894118218,0.992692855965772,0.998824972566915,0.986508924214844,0.993246824219624,0.995566935213162,0.998576669785246,0.994380752742002,0.987783674911309,0.99693107323503,0.985810306474405,0.997719785388383,0.990974777415971,0.998484773752677,0.994187358153962,0.997954584584613,0.996018415260256,0.999363929649238,0.997677682536868,0.996912665657727,0.998238610586402,0.997988759875081,0.986299431561302,0.985291521784335,0.985918846315279,0.998693758012028,0.990434154507325,0.99567211147663,0.997845434669375,0.989402727445272,0.997456213095644,0.980909718503202,0.997760415567453,0.990189635533552,0.999275510666186,0.980749975481501,0.991939336768222,0.998101755769699,0.994131485822748,0.994929114799138,0.991151634822676,0.990458210785007,0.99534195072786,0.985094780013122,0.98620384493742,0.994278626442332,0.999103730363773,0.990343285656876,0.998233794245107,0.984691279438801,0.995216715842496,0.997223292733947,0.999197738282559,0.997268915201617,0.996570744267562,0.989706658545305,0.998554869865832,0.994314345428009,0.997956438454824,0.993813955053127,0.998230559856201,0.986985673236989,0.999021047892794,0.985269570539342,0.993543790553956
Early-37,0.999767305734333,0.999352152874035,0.998545554314247,0.960949702879319,0.989404601678319,0.890147629870721,0.998954261172624,0.996521897850039,0.997731047371095,0.998960602621553,0.71186214290012,0.681117321678929,0.927118710976973,0.997985143937476,0.779837086135468,0.984152943227672,0.999338340812777,0.999388467359229,0.99866805696575,0.997122620952899,0.999209640004603,0.999411833502718,0.997771607254654,0.999499154928439,0.932261181882958,0.685307174481267,0.998512910679344,0.328495164881748,0.994271731060546,0.998767976373762,0.999672381573305,0.997888276190844,0.999338119605164,0.999658668188449,0.999010831864394,0.998386451669787,0.998249631693384,0.99858433696224,0.998656601170836,0.999813732725793,0.998458192924249,0.998631115154338,0,0.99576627583574,0.997314733640287,0.99708845387722,0.996703452292381,0.998823363928328,0.999481940109661,0.768919721645469,0.997886398714617,0.236411304789529,0.99952844009591,0.995862231800287,0.998568975298619,0.998615469984637,0.995467549084626,0.998671026420966,0.986944213638888,0.977017385759074,0.999282566910747,0.999240441860439,0.997519500253268,0.996666327705086,0.96014823390912,0.998852835763574,0.970571321199664,0.999000524176602,0.998332379360209,0.67509862349443,0.998537285737852,0.999595555149606,0.991380947277266,0.99957637963554,0.997167329271903,0.999347475282905,0.858178762491344,0.99676049440035,0.997916030091253,0.999260806571326,0.999655512187206,0.997306928138882,0.99856053609046,0.996497535120425,0.998800886459452,0.998996546359319,0.999505687374518,0.9996578735532,0.999517243456294,0.99923773931183,0.999864574768141,0.99553943461773,0.999058945013381,0.998805692358942,0.998500240786789,0.989549260857727,0.998142104270683,0.95211655131655,0.999436332145775,0.162624266669029,0.998476280826956,0.999150831622137,0.996970340378774,0.999144027331801,0.99848055838935,0.994954852863872,0.998921256485617,0.9997436786682,0.995688178173988,0.999290951556569,0.997489839042812,0.999517031952044,0.258790703709407,0.997791646499923,0.997987239433756,0.994523016635208,0.998491641634445,0.889517684015054,0.999391394860903,0.94122186783074,0.998659620574736,0.9558376358034,0.998319437592477,0.999115836786757,0.980717705552145,0.998759348522331,0.869355053806664,0.995861891747511,0.998840275701249,0.999648201161903,0.999402174434651,0.989652025986887,0.973630653886533,0.996342427190448,0.998727371598416,0.998638369336752,0.950694966103197,0.999100471286997
Early-38,0.999408928997427,0.969457203320703,0.997464232890776,0.997138293117974,0.999543292150521,0.995260504631123,0.990648088496733,0.985573796624263,0.998115909341459,0.997993715168967,0.990519483449413,0.993427694303543,0.977085460272408,0.98273527402629,0.996149826382257,0.997901094733284,0.998830890967028,0.978670841895327,0.99342928321172,0.972441619226607,0.99636642719576,0.99903119280066,0.993921969404495,0.999482481881185,0.995965572336969,0.998330153013268,0.997567522696959,0.998643798594638,0.987934104621106,0.999940393569644,0.999831909817276,0.987296010207651,0.990190875095594,0.998502312856213,0.996189321240982,0.994265148030515,0.995202814160769,0.99422265546722,0.988754031311675,0.999705115847449,0.984315087458686,0.980115833878261,0.99576627583574,0,0.990336861935824,0.97294934215945,0.996151583146689,0.995154848473186,0.995578997379359,0.995349742894552,0.997855726313716,0.993876247319079,0.995173945201666,0.998727194249035,0.997274196829174,0.998610674075067,0.990925497697818,0.987461262384796,0.99260375565858,0.985722053341102,0.994347854884715,0.996278121839301,0.985526379001115,0.99104120990001,0.992784826146781,0.984644677301309,0.997263330657672,0.998290683775829,0.992882291769502,0.985770725405063,0.992800813268243,0.997610976378667,0.994333911857655,0.989521141158687,0.99153342252435,0.997248023824079,0.987699231186307,0.97956431312548,0.995185371572221,0.999445441574029,0.995066982411585,0.985539280922709,0.995880701290979,0.989106633554697,0.996523164843285,0.992311570191723,0.998536625177857,0.987156115223104,0.999176920322583,0.990994547578636,0.998468952942307,0.998597982280993,0.998299723612659,0.997748909136678,0.997090180402133,0.99231925500996,0.984416823211982,0.994548032481386,0.997899882947401,0.990125319152154,0.99633503793908,0.995320275536579,0.990158670359095,0.993641930344268,0.993661853282146,0.996916052061482,0.992272467687132,0.999055890656043,0.992190629020714,0.99512174796409,0.994017283759048,0.998751437803015,0.994408809286863,0.991753290429813,0.993766557470895,0.996776374444668,0.993871918521563,0.992531515825749,0.982237119889878,0.998936364390779,0.986945341641498,0.997058948524503,0.992378502730753,0.99784758455745,0.99656807050908,0.99958896556752,0.997162701649448,0.994887344127079,0.985501971352246,0.994156662156325,0.996623510696889,0.99540794203767,0.996206190423723,0.998351465982836,0.973988106107702,0.998285877666651,0.993658455018034,0.99628947428561
Early-39,0.994785540915107,0.988616580453067,0.990593313197147,0.995655983529372,0.997630548772851,0.995658284005543,0.990170455312606,0.919777399797045,0.996871614659066,0.998454105689676,0.997999880931221,0.998307336034554,0.995771793894957,0.992363680801416,0.998130471038645,0.998203647982781,0.992665010945099,0.989523026216056,0.993618069716423,0.989417944835611,0.994215507888803,0.990828698314837,0.970766591070161,0.999701916857138,0.99895321162035,0.999107003371146,0.887950480435992,0.999231158346515,0.980975735794546,0.999940232429518,0.999600550054849,0.973343006657393,0.990556663989193,0.993192426188276,0.999073040864628,0.997433281463478,0.984376347987494,0.998178077398974,0.972095805184659,0.999717198259882,0.965438767402334,0.99434997631068,0.997314733640287,0.990336861935824,0,0.997452296541664,0.976918777942644,0.987309900117552,0.885719754491674,0.998605196329632,0.99865407881148,0.997941807098634,0.995193140660364,0.999219389860907,0.996869875096584,0.999663683185521,0.988198541010276,0.997560686411613,0.995769511873954,0.999030219655873,0.975792505015042,0.9992976646475,0.998520528711565,0.998206066974055,0.992671343883696,0.859226405961121,0.881574883226171,0.997851436265841,0.989432189944484,0.996201501313736,0.998852289610184,0.998818868985708,0.97902156236799,0.878513009090846,0.9945612940963,0.998628615687857,0.996172602780537,0.99890365463684,0.995738174869134,0.997885190331439,0.997094322615931,0.975892763618229,0.976408154664115,0.982946290132251,0.998025047961297,0.987676066860973,0.999000267158688,0.883290206872517,0.990933560354511,0.995159932020604,0.855017554803403,0.997584577264734,0.99004303394206,0.998306326965065,0.996554911085341,0.977455644663427,0.985244731219776,0.99860127693155,0.998843845818845,0.987003129172335,0.797357160608499,0.893134389920559,0.987700343945337,0.998503160674266,0.990568958932816,0.997784643347877,0.870359658972806,0.999320382326998,0.997160309587594,0.990850411210898,0.996505169690548,0.992244468593121,0.998333918184836,0.861751665427638,0.988200746642857,0.945204822623419,0.997987431705236,0.996911123417961,0.999141542621429,0.99956749936787,0.986022889824028,0.999006530378902,0.996065730720367,0.883209048736774,0.998546444534476,0.997698480265267,0.998411024198519,0.998377602822735,0.9866983739638,0.995794660224749,0.877812188954193,0.995087660972187,0.998351362578445,0.999871340163887,0.988828412287444,0.998200459818861,0.998734396350053,0.99076720679353
Early-40,0.999035734374735,0.995327744245251,0.99704952848708,0.98149910777282,0.999434233320379,0.981778233200252,0.996010696620527,0.991306652452102,0.990522994993927,0.998668383701799,0.989681902489324,0.99397416326373,0.982924433491482,0.99110352007433,0.994008667524551,0.998116291735235,0.999329290889593,0.993303602361863,0.973166622335509,0.997131444857854,0.999550074747021,0.998942166295839,0.989418517543838,0.999445409808442,0.992844781015256,0.998738961775613,0.999265964970532,0.998571767891359,0.995453146985188,0.999944740247936,0.999904182053326,0.996554426273385,0.991830370819397,0.999350807199129,0.994541055352867,0.973818950944398,0.99719252668338,0.973739414812244,0.997908890824942,0.99976066439732,0.99594330234069,0.975870170435919,0.99708845387722,0.97294934215945,0.997452296541664,0,0.994907689773967,0.998258307610968,0.99935139037562,0.991779961764875,0.993816500072531,0.974848572470521,0.996626047003485,0.998726328495302,0.997709073304447,0.998271426773635,0.979953524859917,0.996831790230672,0.982343567299289,0.98033290614336,0.998496757959695,0.997576132056034,0.989476160587903,0.973289143668776,0.996047479488732,0.992521637683061,0.99819819491081,0.994319417708463,0.997892160640926,0.993912109708493,0.994097468472243,0.997733262297848,0.999492860785395,0.998461526728189,0.992136708806451,0.996817365568154,0.971796499782465,0.985545723056476,0.991779050618544,0.99988006920956,0.991550430463442,0.994916814209681,0.990650526734431,0.986028209084343,0.996137142491839,0.997506399686723,0.998173207103928,0.983647076057246,0.999401375282251,0.98953377319468,0.99983272170347,0.998692621722646,0.998924640929215,0.966175683367704,0.998075130674473,0.997619975230956,0.992016196331949,0.972084667631287,0.996930835890452,0.979632013731732,0.998903490624404,0.99900362226718,0.990285689683926,0.998854629168149,0.923337646251944,0.999114111382323,0.978052784492301,0.998875351309616,0.922992470472215,0.999113120556101,0.996245360224939,0.997878877789695,0.988990702516872,0.997106776778538,0.993801230964898,0.989631042186946,0.971556184402432,0.928555781099322,0.961778004109449,0.997089663028526,0.980004508815959,0.99507754341088,0.975166996080118,0.997818482520368,0.995414045077555,0.999197401889367,0.995884749088725,0.993253053378593,0.990054582099176,0.996596375930201,0.998367247770262,0.999028413340425,0.993221718528638,0.99823333821226,0.970811326945706,0.998208331875444,0.96682824057209,0.997061176637805
Early-41,0.866867420827141,0.865556381805796,0.856178021595576,0.90898795042853,0.916228343770503,0.91685622993601,0.871272558303742,0.981175497334391,0.896430821624418,0.999281984912876,0.996771944289123,0.996960975854246,0.987490120150586,0.997286559410909,0.996122482601335,0.997898178401636,0.867030767931837,0.989369355428167,0.998481985844666,0.99768831824207,0.782368227815127,0.866613216523,0.979211073209306,0.999932302858361,0.997448189114769,0.997987085106631,0.992346841089187,0.998029625879782,0.987141236157533,0.998981129983646,0.999550923289242,0.800612494359222,0.970719311247219,0.998343895264789,0.999585796570383,0.999102724827055,0.927750839001313,0.9989091392945,0.778094190151031,0.99982442492855,0.947890524380942,0.994146407065842,0.996703452292381,0.996151583146689,0.976918777942644,0.994907689773967,0,0.998875901423427,0.980451912255721,0.997176913217472,0.999105022883638,0.991161873930634,0.998163436931045,0.998913813863413,0.998948258510141,0.99972774165192,0.99119768677739,0.994970268850091,0.987348203291653,0.994189965396405,0.996009863260509,0.999319856620986,0.998178052970862,0.996166932613204,0.992253002465085,0.923310559958398,0.980020005357515,0.992286668715164,0.995088445626283,0.990219102845635,0.996180857798501,0.999774633449953,0.998218224767085,0.981513403357514,0.997108164183916,0.999688011856416,0.992575562533818,0.997390976401711,0.993775233004115,0.999254917568762,0.989974218165974,0.908340642018119,0.99424636635582,0.984601060969843,0.999356214040076,0.996401177647171,0.999740682223961,0.982148145799929,0.830921345499543,0.994557647891288,0.961813956948651,0.998044631209471,0.998429346488486,0.996970579630172,0.998800385432805,0.979039788740416,0.984061497721465,0.99867910343299,0.999632417891914,0.983503566628553,0.984258322184173,0.9988454193111,0.9895503063043,0.99917041572423,0.996907367838536,0.999633879307471,0.929619170527926,0.999852799875278,0.990788112820263,0.998245694544743,0.90547496397049,0.998098484309647,0.997425951787517,0.913411154126436,0.904819625994782,0.996538604282047,0.999212976329592,0.984586029405448,0.999000580661846,0.99763373463022,0.993842951281668,0.997692479625845,0.998592670378538,0.988241444573408,0.997955804141935,0.998719182556499,0.912007998630744,0.998891595142942,0.995261368547257,0.995779820108494,0.997929328292076,0.912881160290555,0.997297660451994,0.998416837461788,0.988877770875569,0.925147520640774,0.997347576124908,0.996623728099818
Early-42,0.999783403726416,0.999399085772774,0.999339709398247,0.998813457940798,0.999669299289022,0.998558119583345,0.997859236106671,0.995078666380759,0.997817569694003,0.999550035744289,0.996676843176133,0.997359219788154,0.996587659886599,0.993288490435183,0.999345687054153,0.999002843600953,0.995327751280141,0.99088728632295,0.998629354356721,0.995071024756913,0.999526855792546,0.993391135232835,0.995704451724844,0.99952931561366,0.99922465259321,0.998891835053709,0.972491943426577,0.994069900574581,0.994926288504297,0.999951113922699,0.989732039971912,0.992966535066615,0.987974687376719,0.994928827650996,0.999434457949278,0.997548578035914,0.997211994526182,0.999000513149947,0.988345092131275,0.98960012825327,0.98393325091011,0.997094508269718,0.998823363928328,0.995154848473186,0.987309900117552,0.998258307610968,0.998875901423427,0,0.985848559276876,0.999060980843151,0.999249892565959,0.999112265434213,0.996606605706158,0.999501867323723,0.999586135375603,0.99952955200524,0.998478144834693,0.998602644301418,0.996813203943442,0.99927557178078,0.990184278730149,0.998403592718007,0.992396487830485,0.998696880115782,0.997611918078022,0.979149424369706,0.999541529047731,0.996783115636591,0.999442055955683,0.998224483201878,0.99473314105535,0.993671483937044,0.993614893648494,0.991625785341217,0.996148697137339,0.993638964546074,0.99814203526541,0.995844223261025,0.999052609432482,0.998632016842639,0.998666838421654,0.997494704726725,0.998754926778504,0.996663483637626,0.992808490292135,0.995250272739168,0.993717471664294,0.99244725594523,0.99650245235831,0.996403673783013,0.99459252952374,0.998837397126571,0.999090394962939,0.993548761787069,0.996327544564422,0.993127785685919,0.996719302534036,0.999049015682902,0.993727939351994,0.997571194589963,0.989200230897109,0.993310028319122,0.985436096467457,0.999580263427785,0.998789903595805,0.999447887902832,0.997003539529444,0.990371067305913,0.995565084155262,0.998912964394737,0.998629176808077,0.999064784352119,0.998808197991369,0.986622883626973,0.998124739666446,0.970098393990598,0.999033453407694,0.998823964960597,0.989079900187834,0.999484830629087,0.986730089550342,0.999078962781133,0.993697778637911,0.991739735085464,0.998844130383463,0.998166154831293,0.999312898211555,0.999139041136493,0.979068694421002,0.995943342247906,0.985287780774314,0.996854690310823,0.9988306392155,0.99993131584826,0.979475278802665,0.993807828339139,0.998685943584565,0.996369687992853
Early-43,0.99961255328247,0.998659115464537,0.998181630806093,0.999020392285688,0.999701518865504,0.999332109641438,0.997821043751161,0.926383527249298,0.997814326757136,0.999330499611851,0.997865940224715,0.998497466621625,0.99833104730868,0.990457860858649,0.999384387808199,0.998672650252182,0.755359942297402,0.992334500820139,0.998473499243228,0.997378774810442,0.998158617175843,0.999351042107183,0.994757198892924,0.999919207219915,0.999699948536883,0.999818933075517,0.954001179355661,0.999905480849438,0.996724207210826,0.999959785295985,0.999882749556835,0.954549937748774,0.997417039536579,0.739396392043594,0.999866902981119,0.999519465637147,0.9973162795093,0.999007401009065,0.954630858365246,0.999905515936985,0.973341782355021,0.99873022850692,0.999481940109661,0.995578997379359,0.885719754491674,0.99935139037562,0.980451912255721,0.985848559276876,0,0.99965771571484,0.998225033832847,0.998778293485669,0.401537697110958,0.999638735075415,0.999172530023135,0.999901702540835,0.999045424202118,0.999114460339705,0.998865777959106,0.99977895391042,0.995240780597691,0.999581500964387,0.9994835958243,0.999787868858959,0.99840175256757,0.995651659290817,0.812271468022809,0.99915322833238,0.997368236545253,0.998102549833616,0.999328296622454,0.999854509360142,0.996618262543424,0.977606630871163,0.992440888594012,0.999581351503006,0.998817068040547,0.999307755027044,0.997894549993155,0.999606738308,0.99859323929536,0.990458030973502,0.998748318367321,0.985638357391829,0.999121870472669,0.994235811626537,0.999861870739752,0.346327515991229,0.999593326275044,0.996562784753147,0.99298510735145,0.998783003776773,0.997674256701703,0.999136170796335,0.996989883825683,0.74390429045099,0.994767789374305,0.999752336421646,0.999727105511802,0.99184688412114,0.989120965315563,0.996283822480576,0.987133384254958,0.999113856351691,0.998047971726888,0.999494499676297,0.811495439727997,0.999830702802389,0.998687979717889,0.998012521647633,0.997398487591415,0.998219186038854,0.999168335174411,0.996771601732417,0.994611753793367,0.970600098093542,0.999299114822558,0.999074098256014,0.998919415947642,0.999779359721307,0.989478720384219,0.999774186240303,0.994641630387338,0.986831241746964,0.999893345906176,0.99963294620713,0.998768386443204,0.999881037261439,0.979425966512383,0.999296176548005,0.991386654673925,0.997074970224076,0.999781067338359,0.999947129882241,0.970951303556937,0.99910495518842,0.999103326165347,0.993755416136916
Early-44,0.999899114402497,0.997452714400223,0.998721413292895,0.957941619917096,0.989451057223252,0.868228928746102,0.998574448294925,0.997973432919749,0.997950411580355,0.999865693346735,0.70214389334309,0.708395959745093,0.90474543258024,0.994290218670266,0.820067707656191,0.915216139404281,0.999797223412765,0.999420858432801,0.976753232301819,0.998075910878799,0.999114697040862,0.999201820812982,0.991007687670136,0.999220578165631,0.833358840785187,0.789094169375794,0.99914206879758,0.775209710310284,0.997688265177945,0.998851482776752,0.999764000645582,0.996927116102052,0.999340465408476,0.999682391090217,0.923534540448974,0.989576441866331,0.993687159085969,0.93208086144076,0.999313939385027,0.999701765706775,0.999732786499047,0.992539141011047,0.768919721645469,0.995349742894552,0.998605196329632,0.991779961764875,0.997176913217472,0.999060980843151,0.99965771571484,0,0.997186382783867,0.748334114541887,0.999634064653947,0.994822362823821,0.99945713284198,0.998583762714418,0.986567002152313,0.997621007193705,0.985904658722654,0.961515884327149,0.999173190589947,0.999335937594392,0.99743981952862,0.927929895236803,0.892553038323423,0.999400466489357,0.932578015462002,0.998951246238703,0.99913968883401,0.784672815089018,0.998857184853769,0.993968086099919,0.991357669113721,0.999472326516064,0.997685654080791,0.993011243749013,0.881379201767039,0.997356535129858,0.999163570619762,0.999228068135229,0.999829378861176,0.996390706351727,0.967746969642522,0.970687776582663,0.981605355522157,0.999455767675661,0.994834021274314,0.999666022385399,0.999542588502666,0.999648787765124,0.999732001019215,0.99319764780502,0.998934341485321,0.951423592971261,0.997984959027023,0.993179622633213,0.996499070574468,0.944772241933208,0.997758543472387,0.762517259973978,0.996560786650816,0.998811342263863,0.996017395746188,0.999088709600652,0.981293988917366,0.993770853992449,0.998036906930457,0.998691616128838,0.953784875254983,0.999031367494539,0.992647625345409,0.999487086596588,0.715872029074937,0.999293994152744,0.997960163947648,0.995034677542353,0.966943081943804,0.89219981551928,0.999588425799893,0.912430074675359,0.999128322265842,0.945173833959384,0.973479606953313,0.998582948929361,0.980096252340774,0.998657473320797,0.842524009423251,0.995101076423199,0.997989981545822,0.999904888067051,0.997769257891625,0.982666351515074,0.709158048316987,0.995467284173709,0.995700368154991,0.994599727006771,0.904991483231993,0.999257026438199
